"zcta5","state","puma2k","stab","zipname","PUMA2kName","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","puma2k","State Postal Code","zipname","PUMA 2K Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to puma2k alloc factor","puma2k to zcta5 alloc factor"
"75216","48","02307","TX","Dallas, TX","4802307",-96.798393,32.705334,37181,0.752408,0.272866 
"75216","48","02308","TX","Dallas, TX","4802308",-96.766793,32.702691,1018,0.020601,0.005239 
"75217","48","02301","TX","Dallas, TX","4802301",-96.7119,32.739259,506,0.006299,0.005066 
"75217","48","02303","TX","Dallas, TX","4802303",-96.673825,32.724142,79598,0.990962,0.508421 
"75217","48","02314","TX","Dallas, TX","4802314",-96.672696,32.652789,220,0.002739,0.000986 
"75218","48","02302","TX","Dallas, TX","4802302",-96.72695,32.808792,3,0.000138,0.000023 
"75218","48","02304","TX","Dallas, TX","4802304",-96.699677,32.842855,21662,0.999861,0.119656 
"75219","48","02302","TX","Dallas, TX","4802302",-96.813941,32.812333,21534,0.973332,0.164012 
"75219","48","02304","TX","Dallas, TX","4802304",-96.814014,32.822246,590,0.026668,0.003259 
"75220","48","02301","TX","Dallas, TX","4802301",-96.895807,32.859826,830,0.019813,0.00831 
"75220","48","02306","TX","Dallas, TX","4802306",-96.862584,32.86737,41061,0.980186,0.238562 
"75223","48","02302","TX","Dallas, TX","4802302",-96.748008,32.7943,13947,1,0.106226 
"75224","48","02307","TX","Dallas, TX","4802307",-96.838599,32.71176,33762,0.992008,0.247774 
"75224","48","02308","TX","Dallas, TX","4802308",-96.862355,32.709914,272,0.007992,0.0014 
"75225","48","02304","TX","University Park, TX","4802304",-96.790448,32.857061,13148,0.629332,0.072626 
"75225","48","02306","TX","University Park, TX","4802306",-96.792447,32.871303,7744,0.370668,0.044992 
"75226","48","02301","TX","Dallas, TX","4802301",-96.777879,32.783028,1713,0.488591,0.017151 
"75226","48","02302","TX","Dallas, TX","4802302",-96.772648,32.790258,1793,0.511409,0.013656 
"75227","48","02303","TX","Dallas, TX","4802303",-96.683818,32.768137,55029,1,0.35149 
"75228","48","02303","TX","Dallas, TX","4802303",-96.713042,32.79264,358,0.005379,0.002287 
"75228","48","02304","TX","Dallas, TX","4802304",-96.678118,32.825546,65719,0.987498,0.363016 
"75228","48","02312","TX","Dallas, TX","4802312",-96.669864,32.793853,474,0.007122,0.00311 
"75229","48","02301","TX","Dallas, TX","4802301",-96.882508,32.890552,5607,0.1776,0.056138 
"75229","48","02306","TX","Dallas, TX","4802306",-96.840812,32.891844,11571,0.366507,0.067227 
"75229","48","02315","TX","Dallas, TX","4802315",-96.870538,32.902913,14393,0.455893,0.069042 
"75230","48","02306","TX","Dallas, TX","4802306",-96.785925,32.897501,22127,0.821527,0.128556 
"75230","48","02315","TX","Dallas, TX","4802315",-96.811206,32.920317,4807,0.178473,0.023059 
"75231","48","02304","TX","Dallas, TX","4802304",-96.753311,32.867251,20655,0.557459,0.114093 
"75231","48","02306","TX","Dallas, TX","4802306",-96.746709,32.883338,16397,0.44254,0.095265 
"75232","48","02308","TX","Dallas, TX","4802308",-96.838114,32.665178,27935,0.973956,0.143761 
"75232","48","02314","TX","Dallas, TX","4802314",-96.836285,32.628025,747,0.026044,0.003346 
"75233","48","02308","TX","Dallas, TX","4802308",-96.872661,32.706296,14043,1,0.072269 
"75234","48","02301","TX","Farmers Branch, TX","4802301",-96.925486,32.905035,734,0.025491,0.007349 
"75234","48","02315","TX","Farmers Branch, TX","4802315",-96.876461,32.929469,28060,0.974508,0.134602 
"75235","48","02301","TX","Dallas, TX","4802301",-96.854648,32.817436,1664,0.096874,0.01666 
"75235","48","02302","TX","Dallas, TX","4802302",-96.827782,32.820395,8334,0.485183,0.063475 
"75235","48","02306","TX","Dallas, TX","4802306",-96.852467,32.832174,7179,0.417943,0.04171 
"75236","48","02308","TX","Dallas, TX","4802308",-96.914636,32.681683,15949,1,0.082078 
"75237","48","02308","TX","Dallas, TX","4802308",-96.874817,32.658059,16941,0.990644,0.087183 
"75237","48","02314","TX","Dallas, TX","4802314",-96.877243,32.641447,160,0.009356,0.000717 
"75238","48","02304","TX","Dallas, TX","4802304",-96.706654,32.863609,31,0.001017,0.000171 
"75238","48","02306","TX","Dallas, TX","4802306",-96.70475,32.876449,30452,0.998983,0.176924 
"75240","48","02305","TX","Dallas, TX","4802305",-96.815374,32.933177,3749,0.154305,0.027833 
"75240","48","02306","TX","Dallas, TX","4802306",-96.800444,32.923399,218,0.008973,0.001267 
"75240","48","02315","TX","Dallas, TX","4802315",-96.772485,32.933545,20329,0.836722,0.097517 
"75241","48","02307","TX","Dallas, TX","4802307",-96.774065,32.688085,2022,0.074706,0.014839 
"75241","48","02308","TX","Dallas, TX","4802308",-96.783118,32.667531,24883,0.919345,0.128054 
"75241","48","02314","TX","Dallas, TX","4802314",-96.705617,32.667274,161,0.005948,0.000721 
"75243","48","02306","TX","Dallas, TX","4802306",-96.741901,32.904358,20897,0.377161,0.12141 
"75243","48","02315","TX","Dallas, TX","4802315",-96.719388,32.914215,34509,0.622838,0.165538 
"75244","48","02305","TX","Dallas, TX","4802305",-96.841434,32.935459,2514,0.189507,0.018664 
"75244","48","02306","TX","Dallas, TX","4802306",-96.816597,32.90888,25,0.001885,0.000145 
"75244","48","02315","TX","Dallas, TX","4802315",-96.838438,32.918349,10727,0.808608,0.051457 
"75246","48","02302","TX","Dallas, TX","4802302",-96.770493,32.795599,2770,1,0.021098 
"75247","48","02301","TX","Dallas, TX","4802301",-96.869479,32.815106,468,1,0.004686 
"75248","48","02102","TX","Dallas, TX","4802102",-96.783991,32.987281,236,0.007067,0.000901 
"75248","48","02305","TX","Dallas, TX","4802305",-96.793851,32.967094,33159,0.992933,0.246176 
"75249","48","02308","TX","Dallas, TX","4802308",-96.955729,32.642222,13373,1,0.068821 
"75251","48","02306","TX","Dallas, TX","4802306",-96.771857,32.916117,2331,1,0.013543 
"75252","48","02102","TX","Dallas, TX","4802102",-96.789461,32.997588,23495,0.974411,0.089694 
"75252","48","02305","TX","Dallas, TX","4802305",-96.804213,32.984741,617,0.025589,0.004581 
"75253","48","02303","TX","Dallas, TX","4802303",-96.590035,32.686101,17767,0.962981,0.113484 
"75253","48","02312","TX","Dallas, TX","4802312",-96.568332,32.702037,12,0.00065,0.000079 
"75253","48","02314","TX","Dallas, TX","4802314",-96.608446,32.659254,671,0.036369,0.003006 
"75254","48","02305","TX","Dallas, TX","4802305",-96.812691,32.944656,15717,0.675912,0.116685 
"75254","48","02315","TX","Dallas, TX","4802315",-96.789935,32.942686,7536,0.324087,0.03615 
"75287","48","02102","TX","Dallas, TX","4802102",-96.830599,33.002803,23152,0.472451,0.088385 
"75287","48","02202","TX","Dallas, TX","4802202",-96.855245,32.999629,25852,0.527548,0.076039 
"75401","48","00900","TX","Greenville, TX","4800900",-96.112411,33.146629,18552,1,0.154543 
"75402","48","00900","TX","Greenville, TX","4800900",-96.093374,33.085339,15920,1,0.132618 
"75407","48","02101","TX","Princeton, TX","4802101",-96.453257,33.205691,761,0.053895,0.002868 
"75407","48","02102","TX","Princeton, TX","4802102",-96.505058,33.155864,13359,0.946105,0.050999 
"75409","48","02101","TX","Anna, TX","4802101",-96.547854,33.352012,11831,1,0.044585 
"75410","48","01200","TX","Alba, TX","4801200",-95.620307,32.787792,4334,1,0.025842 
"75411","48","01000","TX","Arthur City, TX","4801000",-95.599975,33.862734,1118,1,0.007035 
"75412","48","01000","TX","Bagwell, TX","4801000",-95.158145,33.760519,778,1,0.004896 
"75413","48","00900","TX","Bailey, TX","4800900",-96.167333,33.435569,305,1,0.002541 
"75414","48","00800","TX","Bells, TX","4800800",-96.424049,33.620808,3136,1,0.019685 
"75415","48","01000","TX","Ben Franklin, TX","4801000",-95.751736,33.466082,144,1,0.000906 
"75416","48","01000","TX","Blossom, TX","4801000",-95.369835,33.673178,2893,1,0.018204 
"75417","48","01000","TX","Bogata, TX","4801000",-95.182105,33.459382,2456,1,0.015455 
"75418","48","00900","TX","Bonham, TX","4800900",-96.186466,33.59038,14411,1,0.120048 
"75420","48","01000","TX","Brashear, TX","4801000",-95.720543,33.055873,1076,1,0.006771 
"75421","48","01000","TX","Brookston, TX","4801000",-95.691862,33.655312,1003,1,0.006311 
"75422","48","00900","TX","Campbell, TX","4800900",-95.938013,33.147057,2883,1,0.024016 
"75423","48","00900","TX","Celeste, TX","4800900",-96.204649,33.273823,2982,1,0.024841 
"75424","48","00900","TX","Blue Ridge, TX","4800900",-96.37062,33.370298,201,0.060964,0.001674 
"75424","48","02101","TX","Blue Ridge, TX","4802101",-96.393291,33.302679,3096,0.939035,0.011667 
"75426","48","01000","TX","Clarksville, TX","4801000",-95.048408,33.626653,5301,1,0.033357 
"75428","48","00900","TX","Commerce, TX","4800900",-95.907908,33.245605,9814,0.972743,0.081753 
"75428","48","01000","TX","Commerce, TX","4801000",-95.833337,33.268285,275,0.027257,0.00173 
"75431","48","01000","TX","Como, TX","4801000",-95.475493,33.043857,1815,0.884503,0.011421 
"75431","48","01200","TX","Como, TX","4801200",-95.435033,32.92787,237,0.115497,0.001413 
"75432","48","01000","TX","Cooper, TX","4801000",-95.679333,33.377527,3323,1,0.02091 
"75433","48","01000","TX","Cumby, TX","4801000",-95.820174,33.121779,2773,1,0.017449 
"75435","48","01000","TX","Deport, TX","4801000",-95.322137,33.506543,1185,1,0.007457 
"75436","48","01000","TX","Detroit, TX","4801000",-95.258769,33.679471,1876,1,0.011805 
"75437","48","01000","TX","Dike, TX","4801000",-95.471136,33.255164,1078,1,0.006783 
"75438","48","00900","TX","Dodd City, TX","4800900",-96.080505,33.591984,972,1,0.008097 
"75439","48","00900","TX","Ector, TX","4800900",-96.270576,33.57646,868,1,0.007231 
"75440","48","01200","TX","Emory, TX","4801200",-95.745298,32.882708,6350,1,0.037862 
"75441","48","01000","TX","Enloe, TX (PO Boxes)","4801000",-95.65389,33.431571,142,1,0.000894 
"75442","48","00900","TX","Farmersville, TX","4800900",-96.275209,33.19865,972,0.109731,0.008097 
"75442","48","02101","TX","Farmersville, TX","4802101",-96.362012,33.16113,7886,0.890268,0.029718 
"75446","48","00900","TX","Honey Grove, TX","4800900",-95.908795,33.602362,2788,0.876729,0.023225 
"75446","48","01000","TX","Honey Grove, TX","4801000",-95.829488,33.638376,392,0.12327,0.002467 
"75447","48","00900","TX","Ivanhoe, TX","4800900",-96.117787,33.74866,1080,1,0.008997 
"75448","48","01000","TX","Klondike, TX","4801000",-95.801289,33.321033,655,1,0.004122 
"75449","48","00900","TX","Ladonia, TX","4800900",-95.942978,33.420131,1186,1,0.00988 
"75450","48","01000","TX","Lake Creek, TX","4801000",-95.516556,33.412927,331,1,0.002083 
"75451","48","01200","TX","Leesburg, TX","4801200",-95.120845,32.977978,1211,1,0.007221 
"75452","48","00900","TX","Leonard, TX","4800900",-96.2556,33.389046,4009,0.980196,0.033396 
"75452","48","02101","TX","Leonard, TX","4802101",-96.312578,33.336196,81,0.019804,0.000305 
"75453","48","00900","TX","Lone Oak, TX","4800900",-95.940777,32.994801,2699,0.829185,0.022483 
"75453","48","01000","TX","Lone Oak, TX","4801000",-95.850179,33.00391,113,0.034716,0.000711 
"75453","48","01200","TX","Lone Oak, TX","4801200",-95.941853,32.932748,443,0.136098,0.002641 
"75454","48","02101","TX","Melissa, TX","4802101",-96.567493,33.285404,5699,1,0.021477 
"75455","48","01000","TX","Mount Pleasant, TX","4801000",-94.966335,33.170941,28293,1,0.178035 
"75457","48","01000","TX","Mount Vernon, TX","4801000",-95.215862,33.159061,6522,1,0.04104 
"75459","48","00800","TX","Howe, TX","4800800",-96.618549,33.515105,4326,1,0.027154 
"75460","48","01000","TX","Paris, TX","4801000",-95.552672,33.665058,23592,1,0.148454 
"75462","48","01000","TX","Paris, TX","4801000",-95.484472,33.659709,11350,1,0.07142 
"75468","48","01000","TX","Pattonville, TX","4801000",-95.406756,33.538909,888,1,0.005588 
"75469","48","00900","TX","Pecan Gap, TX","4800900",-95.861064,33.437995,10,0.026954,0.000083 
"75469","48","01000","TX","Pecan Gap, TX","4801000",-95.837083,33.431523,361,0.973045,0.002272 
"75470","48","01000","TX","Petty, TX","4801000",-95.803477,33.597888,288,1,0.001812 
"75471","48","01000","TX","Pickton, TX","4801000",-95.388211,33.047139,1374,0.964888,0.008646 
"75471","48","01200","TX","Pickton, TX","4801200",-95.4085,32.952558,50,0.035112,0.000298 
"75472","48","01000","TX","Point, TX","4801000",-95.781437,32.982875,16,0.00451,0.000101 
"75472","48","01200","TX","Point, TX","4801200",-95.890411,32.906013,3532,0.99549,0.02106 
"75473","48","01000","TX","Powderly, TX","4801000",-95.514621,33.801979,3855,1,0.024258 
"75474","48","00900","TX","Quinlan, TX","4800900",-96.108965,32.910744,14678,0.986292,0.122272 
"75474","48","02000","TX","Quinlan, TX","4802000",-96.134506,32.832404,204,0.013708,0.001123 
"75475","48","00900","TX","Randolph, TX (PO Boxes)","4800900",-96.249728,33.484267,129,1,0.001075 
"75476","48","00900","TX","Ravenna, TX","4800900",-96.230234,33.700313,1304,1,0.010863 
"75477","48","01000","TX","Roxton, TX","4801000",-95.731948,33.543965,977,1,0.006148 
"75478","48","01000","TX","Saltillo, TX","4801000",-95.35875,33.162695,932,1,0.005865 
"75479","48","00900","TX","Savoy, TX","4800900",-96.351535,33.613998,1849,1,0.015403 
"75480","48","01000","TX","Scroggins, TX","4801000",-95.198816,33.036742,1646,1,0.010358 
"75481","48","01000","TX","Sulphur Bluff, TX","4801000",-95.375553,33.331305,395,1,0.002486 
"75482","48","01000","TX","Sulphur Springs, TX","4801000",-95.598266,33.134746,24385,1,0.153444 
"75486","48","01000","TX","Sumner, TX","4801000",-95.732138,33.737672,2346,1,0.014762 
"75487","48","01000","TX","Talco, TX","4801000",-95.140637,33.343547,1541,1,0.009697 
"75488","48","00900","TX","Telephone, TX","4800900",-96.02414,33.75735,1161,1,0.009671 
"75489","48","00800","TX","Tom Bean, TX","4800800",-96.482384,33.520069,993,1,0.006233 
"75490","48","00800","TX","Trenton, TX","4800800",-96.38785,33.405891,33,0.014925,0.000207 
"75490","48","00900","TX","Trenton, TX","4800900",-96.32717,33.430101,2178,0.985075,0.018143 
"75491","48","00800","TX","Whitewright, TX","4800800",-96.425266,33.49885,4012,0.835659,0.025183 
"75491","48","00900","TX","Whitewright, TX","4800900",-96.333265,33.484792,775,0.161425,0.006456 
"75491","48","02101","TX","Whitewright, TX","4802101",-96.406502,33.398165,14,0.002916,0.000053 
"75492","48","00900","TX","Windom, TX","4800900",-96.000694,33.578498,516,1,0.004298 
"75493","48","01000","TX","Winfield, TX","4801000",-95.113589,33.163847,611,1,0.003845 
"75494","48","01000","TX","Winnsboro, TX","4801000",-95.299549,33.004413,2566,0.236236,0.016147 
"75494","48","01200","TX","Winnsboro, TX","4801200",-95.26812,32.906915,8296,0.763763,0.049465 
"75495","48","00800","TX","Van Alstyne, TX","4800800",-96.570775,33.427068,6804,0.958985,0.042709 
"75495","48","02101","TX","Van Alstyne, TX","4802101",-96.540636,33.392617,291,0.041015,0.001097 
"75496","48","00900","TX","Wolfe City, TX","4800900",-96.06913,33.358905,3351,1,0.027915 
"75497","48","01000","TX","Yantis, TX","4801000",-95.595653,32.97521,374,0.111642,0.002353 
"75497","48","01200","TX","Yantis, TX","4801200",-95.575801,32.909698,2976,0.888358,0.017745 
"75501","48","01100","TX","Texarkana, TX","4801100",-94.102577,33.407468,36298,1,0.295036 
"75503","48","01100","TX","Texarkana, TX","4801100",-94.090327,33.469797,24379,1,0.198156 
"75550","48","01000","TX","Annona, TX","4801000",-94.891733,33.542529,808,1,0.005084 
"75551","48","01100","TX","Atlanta, TX","4801100",-94.177636,33.116083,11007,1,0.089467 
"75554","48","01000","TX","Avery, TX","4801000",-94.789348,33.536967,1547,0.856589,0.009735 
"75554","48","01100","TX","Avery, TX","4801100",-94.714791,33.563392,259,0.143411,0.002105 
"75555","48","01100","TX","Bivins, TX","4801100",-94.137665,32.965869,1421,0.882061,0.01155 
"75555","48","01200","TX","Bivins, TX","4801200",-94.062181,32.857579,190,0.117939,0.001133 
"75556","05","01900","AR","Bloomburg, TX","0501900",-94.040906,33.085806,26,0.022948,0.000243 
"75556","48","01100","TX","Bloomburg, TX","4801100",-94.059526,33.140722,1107,0.977052,0.008998 
"75558","48","01000","TX","Cookville, TX","4801000",-94.859809,33.228186,1636,1,0.010295 
"75559","48","01100","TX","De Kalb, TX","4801100",-94.61561,33.496586,5568,1,0.045258 
"75560","48","01100","TX","Douglassville, TX","4801100",-94.363385,33.172519,1088,1,0.008843 
"75561","48","01100","TX","Hooks, TX","4801100",-94.27131,33.481534,5395,1,0.043851 
"75562","48","01100","TX","Kildare, TX (PO Boxes)","4801100",-94.249665,32.929903,176,1,0.001431 
"75563","48","01100","TX","Linden, TX","4801100",-94.370969,33.008715,4282,1,0.034805 
"75565","48","01100","TX","Mc Leod, TX (PO Boxes)","4801100",-94.070664,32.934786,361,1,0.002934 
"75566","48","01100","TX","Marietta, TX","4801100",-94.507483,33.161738,782,1,0.006356 
"75567","48","01100","TX","Maud, TX","4801100",-94.312758,33.34552,4225,1,0.034341 
"75568","48","01000","TX","Naples, TX","4801000",-94.680816,33.190181,1978,0.68776,0.012447 
"75568","48","01100","TX","Naples, TX","4801100",-94.579886,33.186227,898,0.312239,0.007299 
"75569","48","01100","TX","Nash, TX","4801100",-94.124679,33.441614,2874,1,0.02336 
"75570","48","01100","TX","New Boston, TX","4801100",-94.443647,33.449169,11518,1,0.09362 
"75571","48","01000","TX","Omaha, TX","4801000",-94.754196,33.176926,2846,1,0.017909 
"75572","48","01100","TX","Queen City, TX","4801100",-94.145984,33.18943,3491,1,0.028375 
"75573","48","01100","TX","Redwater, TX","4801100",-94.248066,33.357023,181,1,0.001471 
"75574","48","01100","TX","Simms, TX","4801100",-94.534645,33.349938,1868,1,0.015183 
"75601","48","01300","TX","Longview, TX","4801300",-94.727194,32.509057,15849,1,0.084591 
"75602","48","01300","TX","Longview, TX","4801300",-94.709697,32.471819,23286,1,0.124284 
"75603","48","01300","TX","Longview, TX","4801300",-94.683406,32.392435,4075,0.746884,0.021749 
"75603","48","01500","TX","Longview, TX","4801500",-94.716152,32.356565,1381,0.253116,0.010792 
"75604","48","01200","TX","Longview, TX","4801200",-94.855204,32.584743,193,0.006448,0.001151 
"75604","48","01300","TX","Longview, TX","4801300",-94.799488,32.526104,29741,0.993552,0.158736 
"75605","48","01200","TX","Longview, TX","4801200",-94.798463,32.624074,72,0.002588,0.000429 
"75605","48","01300","TX","Longview, TX","4801300",-94.741544,32.550698,27751,0.997412,0.148115 
"75630","48","01100","TX","Avinger, TX","4801100",-94.552529,32.907204,1069,0.41306,0.008689 
"75630","48","01200","TX","Avinger, TX","4801200",-94.582107,32.817762,1519,0.586939,0.009057 
"75631","48","01500","TX","Beckville, TX","4801500",-94.444906,32.243945,2787,1,0.021778 
"75633","48","01500","TX","Carthage, TX","4801500",-94.341192,32.147173,13977,1,0.10922 
"75638","48","01000","TX","Daingerfield, TX","4801000",-94.734635,33.023751,5987,0.991882,0.037674 
"75638","48","01100","TX","Daingerfield, TX","4801100",-94.635899,33.089033,49,0.008118,0.000398 
"75639","48","01500","TX","De Berry, TX","4801500",-94.14703,32.309577,3460,1,0.027037 
"75640","48","01200","TX","Diana, TX","4801200",-94.735203,32.716214,3545,0.762038,0.021137 
"75640","48","01300","TX","Diana, TX","4801300",-94.658361,32.712468,1107,0.237962,0.005908 
"75641","48","01300","TX","Easton, TX","4801300",-94.588546,32.378901,152,0.681614,0.000811 
"75641","48","01500","TX","Easton, TX","4801500",-94.579085,32.378956,71,0.318386,0.000555 
"75642","48","01300","TX","Elysian Fields, TX (PO Boxes)","4801300",-94.182965,32.372154,229,1,0.001222 
"75643","48","01500","TX","Gary, TX","4801500",-94.391032,32.025725,2013,0.970588,0.01573 
"75643","48","01600","TX","Gary, TX","4801600",-94.312668,31.968092,61,0.029412,0.000521 
"75644","48","01200","TX","Gilmer, TX","4801200",-94.984566,32.758865,11444,1,0.068236 
"75645","48","01200","TX","Gilmer, TX","4801200",-94.881479,32.671075,9702,0.992227,0.057849 
"75645","48","01300","TX","Gilmer, TX","4801300",-94.760471,32.641482,76,0.007773,0.000406 
"75647","48","01200","TX","Gladewater, TX","4801200",-94.941225,32.568192,4755,0.360336,0.028352 
"75647","48","01300","TX","Gladewater, TX","4801300",-94.940261,32.513246,7209,0.546302,0.038476 
"75647","48","01400","TX","Gladewater, TX","4801400",-95.011641,32.482397,1232,0.093362,0.005875 
"75650","48","01300","TX","Hallsville, TX","4801300",-94.572595,32.524087,8611,1,0.045959 
"75651","48","01200","TX","Harleton, TX","4801200",-94.528363,32.712539,60,0.02741,0.000358 
"75651","48","01300","TX","Harleton, TX","4801300",-94.544425,32.676189,2129,0.97259,0.011363 
"75652","48","01500","TX","Henderson, TX","4801500",-94.783096,32.19403,16638,1,0.130014 
"75654","48","01500","TX","Henderson, TX","4801500",-94.826989,32.115203,12417,1,0.09703 
"75656","48","01000","TX","Hughes Springs, TX","4801000",-94.662765,33.02723,416,0.086594,0.002618 
"75656","48","01100","TX","Hughes Springs, TX","4801100",-94.612013,33.007159,4388,0.913405,0.035666 
"75657","48","01100","TX","Jefferson, TX","4801100",-94.32431,32.901292,345,0.041838,0.002804 
"75657","48","01200","TX","Jefferson, TX","4801200",-94.364246,32.779952,7610,0.922872,0.045375 
"75657","48","01300","TX","Jefferson, TX","4801300",-94.317442,32.692287,291,0.03529,0.001553 
"75661","48","01300","TX","Karnack, TX","4801300",-94.156731,32.643052,2807,1,0.014982 
"75662","48","01300","TX","Kilgore, TX","4801300",-94.877929,32.399009,17694,0.721144,0.094438 
"75662","48","01400","TX","Kilgore, TX","4801400",-95.009559,32.392605,440,0.017933,0.002098 
"75662","48","01500","TX","Kilgore, TX","4801500",-94.84292,32.354572,6402,0.260923,0.050027 
"75667","48","01500","TX","Laneville, TX","4801500",-94.829424,31.996217,1021,1,0.007978 
"75668","48","01000","TX","Lone Star, TX","4801000",-94.707289,32.942228,1715,0.860512,0.010792 
"75668","48","01200","TX","Lone Star, TX","4801200",-94.671036,32.861895,278,0.139488,0.001658 
"75669","48","01500","TX","Long Branch, TX","4801500",-94.553201,32.036814,606,1,0.004735 
"75670","48","01300","TX","Marshall, TX","4801300",-94.382258,32.554196,17290,1,0.092282 
"75672","48","01300","TX","Marshall, TX","4801300",-94.318257,32.515534,17097,1,0.091252 
"75681","48","01500","TX","Mount Enterprise, TX","4801500",-94.693985,31.928505,2562,1,0.02002 
"75682","48","01500","TX","New London, TX","4801500",-94.941578,32.244701,473,1,0.003696 
"75683","48","01200","TX","Ore City, TX","4801200",-94.716251,32.813495,3914,1,0.023337 
"75684","48","01400","TX","Overton, TX","4801400",-95.003599,32.278295,814,0.107843,0.003881 
"75684","48","01500","TX","Overton, TX","4801500",-94.941378,32.277091,6734,0.892157,0.052621 
"75686","48","01000","TX","Pittsburg, TX","4801000",-94.968081,33.054381,946,0.072853,0.005953 
"75686","48","01200","TX","Pittsburg, TX","4801200",-94.969001,32.984767,12039,0.927146,0.071783 
"75691","48","01500","TX","Tatum, TX","4801500",-94.564097,32.318587,4219,1,0.032968 
"75692","48","01300","TX","Waskom, TX","4801300",-94.085316,32.465154,5098,1,0.027209 
"75693","48","01300","TX","White Oak, TX","4801300",-94.859321,32.537446,6869,1,0.036662 
"75701","48","01400","TX","Tyler, TX","4801400",-95.292052,32.324941,34373,1,0.163904 
"75702","48","01400","TX","Tyler, TX","4801400",-95.310312,32.36184,27069,1,0.129076 
"75703","48","01400","TX","Tyler, TX","4801400",-95.307585,32.271729,37166,1,0.177222 
"75704","48","01400","TX","Tyler, TX","4801400",-95.400548,32.385177,8684,1,0.041409 
"75705","48","01400","TX","Tyler, TX","4801400",-95.128947,32.370226,2168,1,0.010338 
"75706","48","01400","TX","Tyler, TX","4801400",-95.311307,32.439147,8771,1,0.041824 
"75707","48","01400","TX","Tyler, TX","4801400",-95.211904,32.302235,13711,1,0.06538 
"75708","48","01400","TX","Tyler, TX","4801400",-95.237251,32.396609,7156,1,0.034123 
"75709","48","01400","TX","Tyler, TX","4801400",-95.386097,32.314979,5062,1,0.024138 
"75750","48","01400","TX","Arp, TX","4801400",-95.081335,32.266723,3937,1,0.018773 
"75751","48","01800","TX","Athens, TX","4801800",-95.870147,32.178407,17253,1,0.125866 
"75752","48","01200","TX","Athens, TX","4801200",-95.835404,32.381935,314,0.044947,0.001872 
"75752","48","01800","TX","Athens, TX","4801800",-95.800744,32.219416,6672,0.955053,0.048674 
"75754","48","01200","TX","Ben Wheeler, TX","4801200",-95.657554,32.427127,5783,1,0.034481 
"75755","48","01200","TX","Big Sandy, TX","4801200",-95.084193,32.630503,5719,1,0.0341 
"75756","48","01200","TX","Brownsboro, TX","4801200",-95.615216,32.363985,113,0.028236,0.000674 
"75756","48","01800","TX","Brownsboro, TX","4801800",-95.601799,32.290689,3889,0.971764,0.028372 
"75757","48","01400","TX","Bullard, TX","4801400",-95.368521,32.150467,5911,0.589802,0.028186 
"75757","48","01500","TX","Bullard, TX","4801500",-95.369027,32.103154,4111,0.410197,0.032124 
"75758","48","01200","TX","Chandler, TX","4801200",-95.522839,32.365033,629,0.069334,0.00375 
"75758","48","01800","TX","Chandler, TX","4801800",-95.498942,32.255466,8443,0.930665,0.061594 
"75759","48","01500","TX","Cuney, TX","4801500",-95.414841,32.035538,141,1,0.001102 
"75760","48","01500","TX","Cushing, TX","4801500",-94.832503,31.879401,362,0.138485,0.002829 
"75760","48","01700","TX","Cushing, TX","4801700",-94.849052,31.789142,2252,0.861515,0.014885 
"75762","48","01400","TX","Flint, TX","4801400",-95.383899,32.201663,12466,1,0.059443 
"75763","48","01800","TX","Frankston, TX","4801800",-95.499716,32.069727,6005,1,0.043808 
"75764","48","01500","TX","Gallatin, TX","4801500",-95.143121,31.892337,233,1,0.001821 
"75765","48","01200","TX","Hawkins, TX","4801200",-95.212101,32.658375,7607,1,0.045357 
"75766","48","01500","TX","Jacksonville, TX","4801500",-95.256031,31.958633,26388,1,0.206203 
"75770","48","01800","TX","Larue, TX","4801800",-95.637111,32.142779,2776,1,0.020252 
"75771","48","01400","TX","Lindale, TX","4801400",-95.427078,32.514385,18361,1,0.087553 
"75773","48","01200","TX","Mineola, TX","4801200",-95.472451,32.683722,11839,0.925572,0.070591 
"75773","48","01400","TX","Mineola, TX","4801400",-95.550406,32.615516,952,0.074427,0.00454 
"75778","48","01200","TX","Murchison, TX","4801200",-95.697755,32.367133,1089,0.334665,0.006493 
"75778","48","01800","TX","Murchison, TX","4801800",-95.716524,32.280973,2165,0.665335,0.015794 
"75779","48","01800","TX","Neches, TX (PO Boxes)","4801800",-95.492223,31.867317,122,1,0.00089 
"75780","48","01500","TX","New Summerfield, TX","4801500",-95.090251,31.982521,312,1,0.002438 
"75783","48","01200","TX","Quitman, TX","4801200",-95.429739,32.811315,7219,1,0.043044 
"75784","48","01500","TX","Reklaw, TX","4801500",-94.979977,31.87798,658,1,0.005142 
"75785","48","01500","TX","Rusk, TX","4801500",-95.160293,31.802987,11263,1,0.088012 
"75788","48","01700","TX","Sacul, TX (PO Boxes)","4801700",-94.921917,31.82612,126,1,0.000833 
"75789","48","01400","TX","Troup, TX","4801400",-95.117163,32.166061,4724,0.622152,0.022526 
"75789","48","01500","TX","Troup, TX","4801500",-95.116392,32.081388,2869,0.377848,0.022419 
"75790","48","01200","TX","Van, TX","4801200",-95.640599,32.528535,4129,0.982393,0.024619 
"75790","48","01400","TX","Van, TX","4801400",-95.589719,32.559607,74,0.017606,0.000353 
