"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"01730","25","03240","MA","Bedford, MA","Burlington School District",-71.232039,42.503196,11,0.000832,0.000449
"01731","25"," ","MA","Hanscom Afb, MA","25",-71.279551,42.453487,1286,0.921203,0.003072
"01731","25","02400","MA","Hanscom Afb, MA","Bedford School District",-71.274754,42.460526,110,0.078797,0.008258
"01740","25","08310","MA","Bolton, MA","Nashoba School District",-71.605124,42.437938,4897,1,0.250588
"01741","25"," ","MA","Carlisle, MA","25",-71.352153,42.52967,4852,1,0.011589
"01742","25"," ","MA","Concord, MA","25",-71.375367,42.457949,17726,1,0.042339
"01745","25"," ","MA","Fayville, MA","25",-71.502684,42.292823,397,1,0.000948
"01746","25","06240","MA","Holliston, MA","Holliston School District",-71.437785,42.201574,13547,1,1
"01747","25","06300","MA","Hopedale, MA","Hopedale School District",-71.536398,42.126246,5911,1,1
"01748","25","06330","MA","Hopkinton, MA","Hopkinton School District",-71.533363,42.222107,14925,1,1
"01749","25","06390","MA","Hudson, MA","Hudson School District",-71.560353,42.391617,19063,1,1
"01752","25","07320","MA","Marlborough, MA","Marlborough School District",-71.541851,42.350556,38499,1,1
"01754","25","07500","MA","Maynard, MA","Maynard School District",-71.453912,42.431721,10106,1,1
"01756","25","07680","MA","Mendon, MA","Mendon-Upton School District",-71.549133,42.095045,5839,1,0.436365
"01757","25","07680","MA","Milford, MA","Mendon-Upton School District",-71.557091,42.186409,62,0.002209,0.004633
"01757","25","07860","MA","Milford, MA","Milford School District",-71.525457,42.151041,27999,0.99779,1
"01760","25","08340","MA","Natick, MA","Natick School District",-71.35716,42.287559,32786,1,0.993334
"01770","25"," ","MA","Sherborn, MA","25",-71.378014,42.233829,4119,1,0.009838
"01772","25"," ","MA","Southborough, MA","25",-71.529961,42.293785,9370,1,0.02238
"01773","25"," ","MA","Lincoln, MA","25",-71.312326,42.422867,5112,1,0.01221
"01775","25","08310","MA","Stow, MA","Nashoba School District",-71.513398,42.430917,6590,1,0.337222
"01776","25"," ","MA","Sudbury, MA","25",-71.427941,42.384855,17659,1,0.042179
"01778","25","08340","MA","Cochituate, MA","Natick School District",-71.333402,42.328585,115,0.008773,0.003484
"01778","25","12210","MA","Cochituate, MA","Wayland School District",-71.358128,42.349444,12994,0.991227,1
"01801","25","09990","MA","Woburn, MA","Reading School District",-71.134348,42.529786,791,0.020333,0.031963
"01801","25","13200","MA","Woburn, MA","Woburn School District",-71.156902,42.483893,38112,0.979667,0.99979
"01803","25","03240","MA","Burlington, MA","Burlington School District",-71.199092,42.507658,24487,1,0.999551
"01810","25","01950","MA","Andover, MA","Andover School District",-71.158152,42.651218,33201,1,1
"01821","25","02670","MA","Billerica, MA","Billerica School District",-71.252185,42.55092,30310,1,0.753174
"01824","25","03510","MA","Chelmsford, MA","Chelmsford School District",-71.357429,42.593252,24911,1,0.736968
"01826","25","04320","MA","Dracut, MA","Dracut School District",-71.318605,42.677545,29422,1,0.998812
"01827","25","05500","MA","Dunstable, MA","Groton-Dunstable School District",-71.500828,42.673633,3179,1,0.229946
"01830","25","05970","MA","Haverhill, MA","Haverhill School District",-71.071528,42.786408,25137,1,0.412901
"01832","25","05970","MA","Haverhill, MA","Haverhill School District",-71.111427,42.780062,22060,1,0.362358
"01833","25","05220","MA","Georgetown, MA","Georgetown School District",-70.978671,42.726231,8183,1,1
"01834","25","09450","MA","Groveland, MA","Pentucket School District",-71.023651,42.752947,6459,1,0.379227
"01835","25","05970","MA","Haverhill, MA","Haverhill School District",-71.08449,42.758018,13682,1,0.224741
"01840","25","06660","MA","Lawrence, MA","Lawrence School District",-71.160916,42.708305,4733,1,0.061969
"01841","25","06660","MA","Lawrence, MA","Lawrence School District",-71.166736,42.711636,47219,0.999873,0.618236
"01841","25","07740","MA","Lawrence, MA","Methuen School District",-71.158018,42.722337,6,0.000127,0.000127
"01843","25","06660","MA","Lawrence, MA","Lawrence School District",-71.159686,42.691212,24425,1,0.319795
"01844","25","07740","MA","Methuen Town, MA","Methuen School District",-71.17928,42.729223,47249,1,0.999873
"01845","25","08700","MA","North Andover, MA","North Andover School District",-71.104207,42.679543,28352,1,1
"01850","25","07020","MA","Lowell, MA","Lowell School District",-71.304827,42.656279,15237,1,0.143045
"01851","25","07020","MA","Lowell, MA","Lowell School District",-71.333083,42.631757,30190,1,0.283423
"01852","25","07020","MA","Lowell, MA","Lowell School District",-71.298637,42.634925,33508,1,0.314573
"01854","25","04320","MA","Lowell, MA","Dracut School District",-71.345311,42.657089,22,0.000797,0.000747
"01854","25","07020","MA","Lowell, MA","Lowell School District",-71.336144,42.649262,27584,0.999203,0.258958
"01860","25","09450","MA","Merrimac, MA","Pentucket School District",-71.00581,42.83559,6338,1,0.372123
"01862","25","02670","MA","North Billerica, MA","Billerica School District",-71.290629,42.573244,9933,0.971252,0.246825
"01862","25","11580","MA","North Billerica, MA","Tewksbury School District",-71.255614,42.595954,294,0.028747,0.010152
"01863","25","03510","MA","North Chelmsford, MA","Chelmsford School District",-71.387834,42.633863,8891,1,0.263032
"01864","25","08820","MA","North Reading, MA","North Reading School District",-71.091695,42.581105,14892,1,1
"01867","25","09990","MA","Reading, MA","Reading School District",-71.108771,42.528272,23956,1,0.968036
"01876","25","11580","MA","Tewksbury, MA","Tewksbury School District",-71.222894,42.604842,28667,1,0.989848
"01879","25","04320","MA","Tyngsboro, MA","Dracut School District",-71.37372,42.6923,13,0.00115,0.000441
"01879","25","11760","MA","Tyngsboro, MA","Tyngsborough School District",-71.420273,42.668346,11292,0.99885,1
"01880","25","11910","MA","Wakefield, MA","Wakefield School District",-71.067283,42.500231,24733,1,0.992018
"01886","25","12660","MA","Westford, MA","Westford School District",-71.437846,42.590165,21951,1,1
"01887","25","13050","MA","Wilmington, MA","Wilmington School District",-71.172905,42.558601,22325,1,1
"01890","25","13110","MA","Winchester, MA","Winchester School District",-71.143752,42.453146,21374,0.999626,1
"01890","25","13200","MA","Winchester, MA","Woburn School District",-71.145655,42.466011,8,0.000374,0.00021
"01901","25","07110","MA","Lynn, MA","Lynn School District",-70.945286,42.463337,1689,1,0.018698
"01902","25","07110","MA","Lynn, MA","Lynn School District",-70.941519,42.469751,45139,1,0.499717
"01904","25","07110","MA","Lynn, MA","Lynn School District",-70.963381,42.488103,18203,1,0.201519
"01905","25","07110","MA","Lynn, MA","Lynn School District",-70.971821,42.464341,25251,1,0.279545
"01906","25","07110","MA","Saugus, MA","Lynn School District",-70.991344,42.466269,32,0.0012,0.000354
"01906","25","10500","MA","Saugus, MA","Saugus School District",-71.011872,42.464059,26628,0.998799,1
"01907","25","07110","MA","Swampscott, MA","Lynn School District",-70.922581,42.467729,9,0.000642,0.0001
"01907","25","10380","MA","Swampscott, MA","Salem School District",-70.902621,42.485981,231,0.016468,0.005588
"01907","25","11430","MA","Swampscott, MA","Swampscott School District",-70.909071,42.474655,13787,0.98289,1
"01908","25"," ","MA","Nahant, MA","25",-70.92753,42.426156,3410,1,0.008145
"01913","25","01860","MA","Amesbury Town, MA","Amesbury School District",-70.937148,42.855579,16283,1,1
"01915","25","02640","MA","Beverly, MA","Beverly School District",-70.873754,42.561411,39502,1,1
"01921","25"," ","MA","Boxford, MA","25",-71.010777,42.679182,7961,1,0.019015
"01922","25","11740","MA","Byfield, MA","Triton School District",-70.928335,42.756017,3108,1,0.149387
"01923","25","03990","MA","Danvers, MA","Danvers School District",-70.943728,42.570018,26342,1,0.9943
"01929","25","00067","MA","Essex, MA","Manchester Essex Regional School District",-70.784136,42.628755,3504,1,0.405555
"01930","25","05280","MA","Gloucester, MA","Gloucester School District",-70.6727,42.620953,28789,1,1
"01937","25","03990","MA","Danvers, MA","Danvers School District",-70.984051,42.585723,151,1,0.0057
"01938","25","06480","MA","Ipswich, MA","Ipswich School District",-70.853467,42.682028,13175,1,1
"01940","25","07110","MA","Lynnfield, MA","Lynn School District",-70.990068,42.510402,6,0.000496,0.000066
"01940","25","07140","MA","Lynnfield, MA","Lynnfield School District",-71.033318,42.531836,11596,0.957714,1
"01940","25","09360","MA","Lynnfield, MA","Peabody School District",-70.988232,42.517902,307,0.025355,0.00599
"01940","25","11910","MA","Lynnfield, MA","Wakefield School District",-71.046946,42.520532,199,0.016435,0.007982
"01944","25","00067","MA","Manchester, MA","Manchester Essex Regional School District",-70.767173,42.579514,5136,1,0.594444
"01945","25","07260","MA","Marblehead, MA","Marblehead School District",-70.864945,42.498265,19808,1,1
"01949","25"," ","MA","Middleton, MA","25",-71.008323,42.5974,8987,1,0.021466
"01950","25","08580","MA","Newburyport, MA","Newburyport School District",-70.886104,42.813165,17416,1,1
"01951","25","11740","MA","Newbury, MA","Triton School District",-70.845935,42.787494,3558,1,0.171017
"01952","25","11740","MA","Salisbury, MA","Triton School District",-70.855788,42.849548,8283,1,0.398125
"01960","25","09360","MA","Peabody, MA","Peabody School District",-70.960607,42.532704,50944,1,0.994009
"01966","25","10200","MA","Rockport, MA","Rockport School District",-70.620843,42.657904,6952,1,1
"01969","25","11740","MA","Rowley, MA","Triton School District",-70.907405,42.715159,5856,1,0.281471
"01970","25","10380","MA","Salem, MA","Salem School District",-70.900731,42.514002,41109,1,0.994412
"01982","25","05670","MA","South Hamilton, MA","Hamilton-Wenham School District",-70.85517,42.618649,7764,1,0.614289
"01983","25"," ","MA","Topsfield, MA","25",-70.948148,42.641129,6089,1,0.014544
"01984","25","05670","MA","Wenham, MA","Hamilton-Wenham School District",-70.870808,42.599094,4875,1,0.385711
"01985","25","09450","MA","West Newbury, MA","Pentucket School District",-70.97814,42.794597,4235,1,0.24865
"02019","25","02460","MA","Bellingham, MA","Bellingham School District",-71.476304,42.073193,16332,1,1
"02021","25","03300","MA","Canton, MA","Canton School District",-71.132417,42.164937,21561,1,1
"02025","25","03780","MA","Cohasset, MA","Cohasset School District",-70.8127,42.23905,7542,1,1
"02026","25","04050","MA","Dedham, MA","Dedham School District",-71.165907,42.244238,24711,1,0.999272
"02030","25"," ","MA","Dover, MA","25",-71.283697,42.234379,5589,1,0.013349
"02032","25","11970","MA","East Walpole, MA","Walpole School District",-71.217256,42.155912,4226,1,0.175571
"02035","25","04950","MA","Foxboro, MA","Foxborough School District",-71.241093,42.063821,16865,1,1
"02038","25","05010","MA","Franklin Town, MA","Franklin School District",-71.405522,42.091907,31635,1,1
"02043","25","06090","MA","Hingham, MA","Hingham School District",-70.893057,42.224305,22157,1,1
"02045","25","06420","MA","Hull, MA","Hull School District",-70.874165,42.284537,10293,1,1
"02047","25","10560","MA","Humarock, MA (PO Boxes)","Scituate School District",-70.685664,42.132956,180,1,0.009927
"02048","25","07230","MA","Mansfield, MA","Mansfield School District",-71.211642,42.022245,23184,1,1
"02050","25","07350","MA","Marshfield, MA","Marshfield School District",-70.701098,42.106668,25132,0.98832,1
"02050","25","10560","MA","Marshfield, MA","Scituate School District",-70.696753,42.145518,297,0.01168,0.016379
"02052","25","07530","MA","Medfield, MA","Medfield School District",-71.302137,42.184849,12024,1,1
"02053","25","07590","MA","Medway, MA","Medway School District",-71.424632,42.152506,12752,1,1
"02054","25","07920","MA","Millis-Clicquot, MA","Millis School District",-71.360922,42.166833,7891,1,1
"02056","25"," ","MA","Norfolk, MA","25",-71.326852,42.116845,10981,1,0.026228
"02061","25","09030","MA","Norwell, MA","Norwell School District",-70.820966,42.160172,10506,1,1
"02062","25","09060","MA","Norwood, MA","Norwood School District",-71.202988,42.18656,28602,1,1
"02066","25","10560","MA","Scituate, MA","Scituate School District",-70.754083,42.202694,17656,1,0.973694
"02067","25","10620","MA","Sharon, MA","Sharon School District",-71.176542,42.110415,17486,1,0.992846
"02071","25"," ","MA","South Walpole, MA","25",-71.291002,42.105621,246,0.144112,0.000588
"02071","25","11970","MA","South Walpole, MA","Walpole School District",-71.277074,42.1022,1461,0.855887,0.060698
"02072","25","10620","MA","Stoughton, MA","Sharon School District",-71.140735,42.121521,37,0.00137,0.002101
"02072","25","11250","MA","Stoughton, MA","Stoughton School District",-71.106697,42.124575,26962,0.99863,1
"02081","25","10620","MA","Walpole, MA","Sharon School District",-71.232961,42.118485,89,0.004818,0.005053
"02081","25","11970","MA","Walpole, MA","Walpole School District",-71.252428,42.145998,18383,0.995182,0.763731
"02090","25","04050","MA","Westwood, MA","Dedham School District",-71.165821,42.223195,18,0.00123,0.000728
"02090","25","12810","MA","Westwood, MA","Westwood School District",-71.211089,42.216497,14618,0.99877,1
"02093","25"," ","MA","Wrentham, MA","25",-71.347188,42.057272,10955,1,0.026166
"02108","25","02790","MA","Boston, MA","Boston School District",-71.066619,42.357847,3825,1,0.006193
"02109","25","02790","MA","Boston, MA","Boston School District",-71.053014,42.363311,3771,1,0.006106
"02110","25","02790","MA","Boston, MA","Boston School District",-71.051157,42.358736,1733,1,0.002806
"02111","25","02790","MA","Boston, MA","Boston School District",-71.061796,42.351617,7383,1,0.011954
"02113","25","02790","MA","Boston, MA","Boston School District",-71.055082,42.36539,6915,1,0.011197
"02114","25","02790","MA","Boston, MA","Boston School District",-71.066407,42.362103,11999,1,0.019429
"02115","25","02790","MA","Boston, MA","Boston School District",-71.092654,42.341416,28441,1,0.046051
"02116","25","02790","MA","Boston, MA","Boston School District",-71.074474,42.34955,20628,1,0.033401
"02118","25","02790","MA","Boston, MA","Boston School District",-71.074367,42.339511,26498,1,0.042905
"02119","25","02790","MA","Boston, MA","Boston School District",-71.086391,42.322731,25346,1,0.04104
"02120","25","02790","MA","Boston, MA","Boston School District",-71.096358,42.333151,15181,1,0.024581
"02121","25","02790","MA","Boston, MA","Boston School District",-71.082333,42.307646,25978,1,0.042063
"02122","25","02790","MA","Boston, MA","Boston School District",-71.05602,42.298279,23479,1,0.038017
"02124","25","02790","MA","Boston, MA","Boston School District",-71.072819,42.287897,47783,1,0.07737
"02125","25","02790","MA","Boston, MA","Boston School District",-71.060723,42.316068,33295,1,0.053911
"02126","25","02790","MA","Boston, MA","Boston School District",-71.093809,42.274165,25562,1,0.04139
"02127","25","02790","MA","Boston, MA","Boston School District",-71.044258,42.333965,31799,1,0.051488
"02128","25","02790","MA","Boston, MA","Boston School District",-71.028809,42.378104,40508,1,0.06559
"02129","25","02790","MA","Boston, MA","Boston School District",-71.061638,42.377793,16439,1,0.026618
"02130","25","02790","MA","Boston, MA","Boston School District",-71.110708,42.313008,35401,1,0.057321
"02131","25","02790","MA","Boston, MA","Boston School District",-71.128309,42.283556,29826,1,0.048294
"02132","25","02790","MA","Boston, MA","Boston School District",-71.156936,42.279259,25861,1,0.041874
"02134","25","02790","MA","Boston, MA","Boston School District",-71.132669,42.353396,21503,1,0.034817
"02135","25","02790","MA","Boston, MA","Boston School District",-71.152687,42.347133,42780,1,0.069269
"02136","25","02790","MA","Boston, MA","Boston School District",-71.125846,42.255063,28488,1,0.046127
